Graph Name,No of sources of Evidences,Controller,Allocated Switch
DELTACOM.GRAPHML,3,6,101
DELTACOM.GRAPHML,3,6,62
DELTACOM.GRAPHML,3,60,52
DELTACOM.GRAPHML,3,60,59
DELTACOM.GRAPHML,3,60,74
DELTACOM.GRAPHML,3,60,112
DELTACOM.GRAPHML,3,60,97
DELTACOM.GRAPHML,3,60,10
DELTACOM.GRAPHML,3,60,53
DELTACOM.GRAPHML,3,60,99
DELTACOM.GRAPHML,3,60,76
DELTACOM.GRAPHML,3,60,16
DELTACOM.GRAPHML,3,60,75
DELTACOM.GRAPHML,3,60,104
DELTACOM.GRAPHML,3,60,11
DELTACOM.GRAPHML,3,19,31
DELTACOM.GRAPHML,3,19,38
DELTACOM.GRAPHML,3,19,35
DELTACOM.GRAPHML,3,19,32
DELTACOM.GRAPHML,3,19,34
DELTACOM.GRAPHML,3,19,39
DELTACOM.GRAPHML,3,19,18
DELTACOM.GRAPHML,3,19,36
DELTACOM.GRAPHML,3,19,30
DELTACOM.GRAPHML,3,19,37
DELTACOM.GRAPHML,3,19,12
DELTACOM.GRAPHML,3,19,33
DELTACOM.GRAPHML,3,19,13
DELTACOM.GRAPHML,3,1,65
DELTACOM.GRAPHML,3,2,27
DELTACOM.GRAPHML,3,2,58
DELTACOM.GRAPHML,3,2,87
DELTACOM.GRAPHML,3,2,24
DELTACOM.GRAPHML,3,2,61
DELTACOM.GRAPHML,3,2,108
DELTACOM.GRAPHML,3,2,110
DELTACOM.GRAPHML,3,2,95
DELTACOM.GRAPHML,3,2,55
DELTACOM.GRAPHML,3,2,109
DELTACOM.GRAPHML,3,2,22
DELTACOM.GRAPHML,3,2,82
DELTACOM.GRAPHML,3,2,96
DELTACOM.GRAPHML,3,2,94
DELTACOM.GRAPHML,3,2,83
DELTACOM.GRAPHML,4,3,41
DELTACOM.GRAPHML,4,3,4
DELTACOM.GRAPHML,4,3,17
DELTACOM.GRAPHML,4,3,45
DELTACOM.GRAPHML,4,3,5
DELTACOM.GRAPHML,4,3,43
DELTACOM.GRAPHML,4,3,42
DELTACOM.GRAPHML,4,3,7
DELTACOM.GRAPHML,4,3,93
DELTACOM.GRAPHML,4,3,88
DELTACOM.GRAPHML,4,3,86
DELTACOM.GRAPHML,4,47,40
DELTACOM.GRAPHML,4,47,28
DELTACOM.GRAPHML,4,47,15
DELTACOM.GRAPHML,4,47,98
DELTACOM.GRAPHML,4,47,20
DELTACOM.GRAPHML,4,47,56
DELTACOM.GRAPHML,4,47,84
DELTACOM.GRAPHML,4,47,90
DELTACOM.GRAPHML,4,47,29
DELTACOM.GRAPHML,4,47,14
DELTACOM.GRAPHML,4,47,50
DELTACOM.GRAPHML,4,47,92
DELTACOM.GRAPHML,4,47,54
DELTACOM.GRAPHML,4,47,106
DELTACOM.GRAPHML,4,47,91
DELTACOM.GRAPHML,4,47,44
DELTACOM.GRAPHML,4,47,21
DELTACOM.GRAPHML,4,47,111
DELTACOM.GRAPHML,4,47,107
DELTACOM.GRAPHML,4,47,23
DELTACOM.GRAPHML,4,47,25
DELTACOM.GRAPHML,4,47,72
DELTACOM.GRAPHML,4,47,51
DELTACOM.GRAPHML,4,47,73
DELTACOM.GRAPHML,4,47,57
DELTACOM.GRAPHML,4,47,89
DELTACOM.GRAPHML,4,47,46
DELTACOM.GRAPHML,4,47,105
DELTACOM.GRAPHML,4,47,49
DELTACOM.GRAPHML,4,47,26
DELTACOM.GRAPHML,4,47,48
DELTACOM.GRAPHML,4,0,8
DELTACOM.GRAPHML,4,0,71
DELTACOM.GRAPHML,4,0,67
DELTACOM.GRAPHML,4,0,68
DELTACOM.GRAPHML,4,0,9
DELTACOM.GRAPHML,4,0,85
DELTACOM.GRAPHML,4,0,63
DELTACOM.GRAPHML,4,0,70
DELTACOM.GRAPHML,4,0,69
DELTACOM.GRAPHML,4,0,66
DELTACOM.GRAPHML,4,0,64
DELTACOM.GRAPHML,4,6,77
DELTACOM.GRAPHML,4,6,78
DELTACOM.GRAPHML,4,6,79
DELTACOM.GRAPHML,4,6,103
DELTACOM.GRAPHML,4,6,100
DELTACOM.GRAPHML,4,6,80
DELTACOM.GRAPHML,4,6,102
DELTACOM.GRAPHML,4,6,81
DELTACOM.GRAPHML,4,6,101
DELTACOM.GRAPHML,4,6,62
DELTACOM.GRAPHML,4,60,52
DELTACOM.GRAPHML,4,60,59
DELTACOM.GRAPHML,4,60,74
DELTACOM.GRAPHML,4,60,112
DELTACOM.GRAPHML,4,60,97
DELTACOM.GRAPHML,4,60,53
DELTACOM.GRAPHML,4,60,99
DELTACOM.GRAPHML,4,60,76
DELTACOM.GRAPHML,4,60,75
DELTACOM.GRAPHML,4,60,104
DELTACOM.GRAPHML,4,1,65
DELTACOM.GRAPHML,4,19,31
DELTACOM.GRAPHML,4,19,38
DELTACOM.GRAPHML,4,19,35
DELTACOM.GRAPHML,4,19,32
DELTACOM.GRAPHML,4,19,34
DELTACOM.GRAPHML,4,19,39
DELTACOM.GRAPHML,4,19,18
DELTACOM.GRAPHML,4,19,36
DELTACOM.GRAPHML,4,19,30
DELTACOM.GRAPHML,4,19,37
DELTACOM.GRAPHML,4,19,12
DELTACOM.GRAPHML,4,19,33
DELTACOM.GRAPHML,4,2,27
DELTACOM.GRAPHML,4,2,58
DELTACOM.GRAPHML,4,2,87
DELTACOM.GRAPHML,4,2,24
DELTACOM.GRAPHML,4,2,61
DELTACOM.GRAPHML,4,2,108
DELTACOM.GRAPHML,4,2,110
DELTACOM.GRAPHML,4,2,95
DELTACOM.GRAPHML,4,2,55
DELTACOM.GRAPHML,4,2,109
DELTACOM.GRAPHML,4,2,22
DELTACOM.GRAPHML,4,2,82
DELTACOM.GRAPHML,4,2,96
DELTACOM.GRAPHML,4,2,94
DELTACOM.GRAPHML,4,2,83
DELTACOM.GRAPHML,4,10,16
DELTACOM.GRAPHML,4,10,13
DELTACOM.GRAPHML,4,10,11
GARR201110.GRAPHML,2,14,31
GARR201110.GRAPHML,2,14,40
GARR201110.GRAPHML,2,14,58
GARR201110.GRAPHML,2,14,28
GARR201110.GRAPHML,2,14,17
GARR201110.GRAPHML,2,14,32
GARR201110.GRAPHML,2,14,47
GARR201110.GRAPHML,2,14,45
GARR201110.GRAPHML,2,14,55
GARR201110.GRAPHML,2,14,46
GARR201110.GRAPHML,2,14,16
GARR201110.GRAPHML,2,14,30
GARR201110.GRAPHML,2,14,44
GARR201110.GRAPHML,2,14,29
GARR201110.GRAPHML,2,14,13
GARR201110.GRAPHML,2,14,26
GARR201110.GRAPHML,2,14,48
GARR201110.GRAPHML,2,53,27
GARR201110.GRAPHML,2,53,4
GARR201110.GRAPHML,2,53,57
GARR201110.GRAPHML,2,53,5
GARR201110.GRAPHML,2,53,10
GARR201110.GRAPHML,2,53,42
GARR201110.GRAPHML,2,53,43
GARR201110.GRAPHML,2,53,6
GARR201110.GRAPHML,2,53,7
GARR201110.GRAPHML,2,53,1
GARR201110.GRAPHML,2,53,11
GARR201110.GRAPHML,2,35,52
GARR201110.GRAPHML,2,35,51
GARR201110.GRAPHML,2,35,38
GARR201110.GRAPHML,2,35,15
GARR201110.GRAPHML,2,35,34
GARR201110.GRAPHML,2,35,24
GARR201110.GRAPHML,2,35,25
GARR201110.GRAPHML,2,35,3
GARR201110.GRAPHML,2,35,36
GARR201110.GRAPHML,2,35,54
GARR201110.GRAPHML,2,35,37
GARR201110.GRAPHML,2,35,56
GARR201110.GRAPHML,2,35,49
GARR201110.GRAPHML,2,35,9
GARR201110.GRAPHML,2,33,50
GARR201110.GRAPHML,2,33,2
GARR201110.GRAPHML,2,33,0
GARR201110.GRAPHML,2,18,41
GARR201110.GRAPHML,2,18,8
GARR201110.GRAPHML,2,18,39
GARR201110.GRAPHML,2,18,23
GARR201110.GRAPHML,2,18,22
GARR201110.GRAPHML,2,18,20
GARR201110.GRAPHML,2,18,12
GARR201110.GRAPHML,2,18,19
GARR201110.GRAPHML,2,18,21
GARR201110.GRAPHML,3,56,35
GARR201110.GRAPHML,3,56,24
GARR201110.GRAPHML,3,56,34
GARR201110.GRAPHML,3,56,25
GARR201110.GRAPHML,3,56,36
GARR201110.GRAPHML,3,56,3
GARR201110.GRAPHML,3,56,37
GARR201110.GRAPHML,3,56,49
GARR201110.GRAPHML,3,56,9
GARR201110.GRAPHML,3,16,31
GARR201110.GRAPHML,3,16,30
GARR201110.GRAPHML,3,16,17
GARR201110.GRAPHML,3,16,32
GARR201110.GRAPHML,3,20,8
GARR201110.GRAPHML,3,20,23
GARR201110.GRAPHML,3,20,22
GARR201110.GRAPHML,3,20,12
GARR201110.GRAPHML,3,20,19
GARR201110.GRAPHML,3,20,21
GARR201110.GRAPHML,3,43,10
GARR201110.GRAPHML,3,43,42
GARR201110.GRAPHML,3,43,6
GARR201110.GRAPHML,3,1,4
GARR201110.GRAPHML,3,1,7
GARR201110.GRAPHML,3,40,47
GARR201110.GRAPHML,3,40,46
GARR201110.GRAPHML,3,40,45
GARR201110.GRAPHML,3,40,48
GARR201110.GRAPHML,3,13,28
GARR201110.GRAPHML,3,13,57
GARR201110.GRAPHML,3,13,29
GARR201110.GRAPHML,3,39,41
GARR201110.GRAPHML,3,39,18
GARR201110.GRAPHML,3,51,15
GARR201110.GRAPHML,3,52,38
GARR201110.GRAPHML,3,58,44
GARR201110.GRAPHML,3,33,50
GARR201110.GRAPHML,3,33,2
GARR201110.GRAPHML,3,33,54
GARR201110.GRAPHML,3,33,0
GARR201110.GRAPHML,3,14,27
GARR201110.GRAPHML,3,14,5
GARR201110.GRAPHML,3,14,53
GARR201110.GRAPHML,3,14,55
GARR201110.GRAPHML,3,14,26
GARR201110.GRAPHML,3,14,11
GARR201110.GRAPHML,4,51,15
GARR201110.GRAPHML,4,50,33
GARR201110.GRAPHML,4,50,2
GARR201110.GRAPHML,4,50,0
GARR201110.GRAPHML,4,55,58
GARR201110.GRAPHML,4,55,40
GARR201110.GRAPHML,4,55,47
GARR201110.GRAPHML,4,55,45
GARR201110.GRAPHML,4,55,46
GARR201110.GRAPHML,4,55,44
GARR201110.GRAPHML,4,55,14
GARR201110.GRAPHML,4,55,26
GARR201110.GRAPHML,4,55,48
GARR201110.GRAPHML,4,39,41
GARR201110.GRAPHML,4,39,8
GARR201110.GRAPHML,4,39,23
GARR201110.GRAPHML,4,39,18
GARR201110.GRAPHML,4,39,22
GARR201110.GRAPHML,4,39,20
GARR201110.GRAPHML,4,39,12
GARR201110.GRAPHML,4,39,19
GARR201110.GRAPHML,4,39,21
GARR201110.GRAPHML,4,49,35
GARR201110.GRAPHML,4,49,34
GARR201110.GRAPHML,4,49,24
GARR201110.GRAPHML,4,49,25
GARR201110.GRAPHML,4,49,3
GARR201110.GRAPHML,4,49,56
GARR201110.GRAPHML,4,49,9
GARR201110.GRAPHML,4,30,31
GARR201110.GRAPHML,4,30,16
GARR201110.GRAPHML,4,30,32
GARR201110.GRAPHML,4,43,10
GARR201110.GRAPHML,4,43,42
GARR201110.GRAPHML,4,43,6
GARR201110.GRAPHML,4,57,52
GARR201110.GRAPHML,4,57,27
GARR201110.GRAPHML,4,57,38
GARR201110.GRAPHML,4,57,28
GARR201110.GRAPHML,4,57,5
GARR201110.GRAPHML,4,57,53
GARR201110.GRAPHML,4,57,37
GARR201110.GRAPHML,4,57,29
GARR201110.GRAPHML,4,57,13
GARR201110.GRAPHML,4,57,11
GARR201110.GRAPHML,4,54,36
GARR201110.GRAPHML,4,54,17
GARR201110.GRAPHML,4,7,4
GARR201110.GRAPHML,4,7,1
GEANT2001,2,3,15
GEANT2001,2,3,5
GEANT2001,2,3,0
GEANT2001,2,3,6
GEANT2001,2,3,16
GEANT2001,2,3,19
GEANT2001,2,3,26
GEANT2001,2,3,11
GEANT2001,2,20,14
GEANT2001,2,2,4
GEANT2001,2,2,18
GEANT2001,2,2,7
GEANT2001,2,2,1
GEANT2001,2,2,17
GEANT2001,2,21,22
GEANT2001,2,21,24
GEANT2001,2,21,23
GEANT2001,2,21,25
GEANT2001,2,9,10
GEANT2001,2,9,8
GEANT2001,2,9,13
GEANT2001,2,9,12
GEANT2001,3,7,4
GEANT2001,3,7,2
GEANT2001,3,7,6
GEANT2001,3,19,3
GEANT2001,3,5,10
GEANT2001,3,5,8
GEANT2001,3,5,25
GEANT2001,3,5,0
GEANT2001,3,20,15
GEANT2001,3,20,24
GEANT2001,3,20,26
GEANT2001,3,20,23
GEANT2001,3,20,22
GEANT2001,3,20,16
GEANT2001,3,20,21
GEANT2001,3,20,14
GEANT2001,3,20,11
GEANT2001,3,18,17
GEANT2001,3,9,13
GEANT2001,3,9,12
GEANT2001,3,9,1
GEANT2001,4,17,2
GEANT2001,4,17,18
GEANT2001,4,17,1
GEANT2001,4,26,3
GEANT2001,4,26,20
GEANT2001,4,26,14
GEANT2001,4,26,19
GEANT2001,4,25,24
GEANT2001,4,25,5
GEANT2001,4,25,23
GEANT2001,4,25,22
GEANT2001,4,25,0
GEANT2001,4,25,21
GEANT2001,4,11,16
GEANT2001,4,11,15
GEANT2001,4,12,10
GEANT2001,4,12,8
GEANT2001,4,12,13
GEANT2001,4,12,9
GEANT2001,4,7,4
GEANT2001,4,7,6
GRNET.GRAPHML,2,20,26
GRNET.GRAPHML,2,20,23
GRNET.GRAPHML,2,20,12
GRNET.GRAPHML,2,20,19
GRNET.GRAPHML,2,20,13
GRNET.GRAPHML,2,20,14
GRNET.GRAPHML,2,20,11
GRNET.GRAPHML,2,30,31
GRNET.GRAPHML,2,30,28
GRNET.GRAPHML,2,30,35
GRNET.GRAPHML,2,30,32
GRNET.GRAPHML,2,30,34
GRNET.GRAPHML,2,30,6
GRNET.GRAPHML,2,30,36
GRNET.GRAPHML,2,30,7
GRNET.GRAPHML,2,30,33
GRNET.GRAPHML,2,30,29
GRNET.GRAPHML,2,8,27
GRNET.GRAPHML,2,8,4
GRNET.GRAPHML,2,8,5
GRNET.GRAPHML,2,8,22
GRNET.GRAPHML,2,8,9
GRNET.GRAPHML,2,2,3
GRNET.GRAPHML,2,2,0
GRNET.GRAPHML,2,2,1
GRNET.GRAPHML,2,15,21
GRNET.GRAPHML,2,15,16
GRNET.GRAPHML,2,24,10
GRNET.GRAPHML,2,24,17
GRNET.GRAPHML,2,24,25
GRNET.GRAPHML,2,24,18
GRNET.GRAPHML,3,5,27
GRNET.GRAPHML,3,5,4
GRNET.GRAPHML,3,5,8
GRNET.GRAPHML,3,5,35
GRNET.GRAPHML,3,5,34
GRNET.GRAPHML,3,5,36
GRNET.GRAPHML,3,5,33
GRNET.GRAPHML,3,5,9
GRNET.GRAPHML,3,0,31
GRNET.GRAPHML,3,0,28
GRNET.GRAPHML,3,0,32
GRNET.GRAPHML,3,0,2
GRNET.GRAPHML,3,0,6
GRNET.GRAPHML,3,0,3
GRNET.GRAPHML,3,0,7
GRNET.GRAPHML,3,0,30
GRNET.GRAPHML,3,0,1
GRNET.GRAPHML,3,0,29
GRNET.GRAPHML,3,26,17
GRNET.GRAPHML,3,26,24
GRNET.GRAPHML,3,26,10
GRNET.GRAPHML,3,26,23
GRNET.GRAPHML,3,26,25
GRNET.GRAPHML,3,26,18
GRNET.GRAPHML,3,26,20
GRNET.GRAPHML,3,26,12
GRNET.GRAPHML,3,26,19
GRNET.GRAPHML,3,26,13
GRNET.GRAPHML,3,26,14
GRNET.GRAPHML,3,26,11
GRNET.GRAPHML,3,21,22
GRNET.GRAPHML,3,21,16
GRNET.GRAPHML,3,21,15
GRNET.GRAPHML,4,29,31
GRNET.GRAPHML,4,29,28
GRNET.GRAPHML,4,29,35
GRNET.GRAPHML,4,29,32
GRNET.GRAPHML,4,29,34
GRNET.GRAPHML,4,29,6
GRNET.GRAPHML,4,29,36
GRNET.GRAPHML,4,29,7
GRNET.GRAPHML,4,29,30
GRNET.GRAPHML,4,29,33
GRNET.GRAPHML,4,16,21
GRNET.GRAPHML,4,16,14
GRNET.GRAPHML,4,16,15
GRNET.GRAPHML,4,9,8
GRNET.GRAPHML,4,9,22
GRNET.GRAPHML,4,26,17
GRNET.GRAPHML,4,26,24
GRNET.GRAPHML,4,26,10
GRNET.GRAPHML,4,26,23
GRNET.GRAPHML,4,26,25
GRNET.GRAPHML,4,26,18
GRNET.GRAPHML,4,26,20
GRNET.GRAPHML,4,26,12
GRNET.GRAPHML,4,26,19
GRNET.GRAPHML,4,26,13
GRNET.GRAPHML,4,26,11
GRNET.GRAPHML,4,4,27
GRNET.GRAPHML,4,4,5
GRNET.GRAPHML,4,3,0
GRNET.GRAPHML,4,3,2
GRNET.GRAPHML,4,3,1
INTELLIFIBER.GRAPHML,2,46,51
INTELLIFIBER.GRAPHML,2,46,45
INTELLIFIBER.GRAPHML,2,46,43
INTELLIFIBER.GRAPHML,2,46,60
INTELLIFIBER.GRAPHML,2,46,14
INTELLIFIBER.GRAPHML,2,46,48
INTELLIFIBER.GRAPHML,2,15,27
INTELLIFIBER.GRAPHML,2,15,40
INTELLIFIBER.GRAPHML,2,15,38
INTELLIFIBER.GRAPHML,2,15,28
INTELLIFIBER.GRAPHML,2,15,32
INTELLIFIBER.GRAPHML,2,15,39
INTELLIFIBER.GRAPHML,2,15,13
INTELLIFIBER.GRAPHML,2,44,16
INTELLIFIBER.GRAPHML,2,44,17
INTELLIFIBER.GRAPHML,2,23,22
INTELLIFIBER.GRAPHML,2,23,25
INTELLIFIBER.GRAPHML,2,19,50
INTELLIFIBER.GRAPHML,2,19,18
INTELLIFIBER.GRAPHML,2,19,20
INTELLIFIBER.GRAPHML,2,19,56
INTELLIFIBER.GRAPHML,2,19,49
INTELLIFIBER.GRAPHML,2,53,52
INTELLIFIBER.GRAPHML,2,53,59
INTELLIFIBER.GRAPHML,2,53,57
INTELLIFIBER.GRAPHML,2,53,58
INTELLIFIBER.GRAPHML,2,6,31
INTELLIFIBER.GRAPHML,2,6,36
INTELLIFIBER.GRAPHML,2,6,70
INTELLIFIBER.GRAPHML,2,6,66
INTELLIFIBER.GRAPHML,2,6,35
INTELLIFIBER.GRAPHML,2,6,5
INTELLIFIBER.GRAPHML,2,6,65
INTELLIFIBER.GRAPHML,2,6,7
INTELLIFIBER.GRAPHML,2,6,30
INTELLIFIBER.GRAPHML,2,6,64
INTELLIFIBER.GRAPHML,2,6,2
INTELLIFIBER.GRAPHML,2,6,63
INTELLIFIBER.GRAPHML,2,6,72
INTELLIFIBER.GRAPHML,2,6,0
INTELLIFIBER.GRAPHML,2,6,1
INTELLIFIBER.GRAPHML,2,6,4
INTELLIFIBER.GRAPHML,2,6,71
INTELLIFIBER.GRAPHML,2,6,68
INTELLIFIBER.GRAPHML,2,6,67
INTELLIFIBER.GRAPHML,2,6,10
INTELLIFIBER.GRAPHML,2,6,3
INTELLIFIBER.GRAPHML,2,6,62
INTELLIFIBER.GRAPHML,2,55,21
INTELLIFIBER.GRAPHML,2,55,54
INTELLIFIBER.GRAPHML,2,55,11
INTELLIFIBER.GRAPHML,2,24,8
INTELLIFIBER.GRAPHML,2,24,61
INTELLIFIBER.GRAPHML,2,24,9
INTELLIFIBER.GRAPHML,2,24,69
INTELLIFIBER.GRAPHML,2,24,26
INTELLIFIBER.GRAPHML,2,24,29
INTELLIFIBER.GRAPHML,2,34,47
INTELLIFIBER.GRAPHML,2,34,33
INTELLIFIBER.GRAPHML,2,34,37
INTELLIFIBER.GRAPHML,2,34,12
INTELLIFIBER.GRAPHML,2,41,42
INTELLIFIBER.GRAPHML,3,15,27
INTELLIFIBER.GRAPHML,3,15,40
INTELLIFIBER.GRAPHML,3,15,38
INTELLIFIBER.GRAPHML,3,15,28
INTELLIFIBER.GRAPHML,3,15,32
INTELLIFIBER.GRAPHML,3,15,39
INTELLIFIBER.GRAPHML,3,15,13
INTELLIFIBER.GRAPHML,3,15,14
INTELLIFIBER.GRAPHML,3,1,4
INTELLIFIBER.GRAPHML,3,1,71
INTELLIFIBER.GRAPHML,3,1,68
INTELLIFIBER.GRAPHML,3,1,0
INTELLIFIBER.GRAPHML,3,1,6
INTELLIFIBER.GRAPHML,3,1,30
INTELLIFIBER.GRAPHML,3,1,70
INTELLIFIBER.GRAPHML,3,1,72
INTELLIFIBER.GRAPHML,3,19,50
INTELLIFIBER.GRAPHML,3,19,23
INTELLIFIBER.GRAPHML,3,19,18
INTELLIFIBER.GRAPHML,3,19,22
INTELLIFIBER.GRAPHML,3,19,20
INTELLIFIBER.GRAPHML,3,19,56
INTELLIFIBER.GRAPHML,3,19,49
INTELLIFIBER.GRAPHML,3,5,10
INTELLIFIBER.GRAPHML,3,5,42
INTELLIFIBER.GRAPHML,3,7,36
INTELLIFIBER.GRAPHML,3,7,41
INTELLIFIBER.GRAPHML,3,7,35
INTELLIFIBER.GRAPHML,3,2,67
INTELLIFIBER.GRAPHML,3,2,65
INTELLIFIBER.GRAPHML,3,2,63
INTELLIFIBER.GRAPHML,3,2,66
INTELLIFIBER.GRAPHML,3,2,64
INTELLIFIBER.GRAPHML,3,46,51
INTELLIFIBER.GRAPHML,3,46,45
INTELLIFIBER.GRAPHML,3,46,43
INTELLIFIBER.GRAPHML,3,46,60
INTELLIFIBER.GRAPHML,3,46,44
INTELLIFIBER.GRAPHML,3,46,48
INTELLIFIBER.GRAPHML,3,24,61
INTELLIFIBER.GRAPHML,3,24,8
INTELLIFIBER.GRAPHML,3,24,26
INTELLIFIBER.GRAPHML,3,24,25
INTELLIFIBER.GRAPHML,3,16,17
INTELLIFIBER.GRAPHML,3,53,52
INTELLIFIBER.GRAPHML,3,53,59
INTELLIFIBER.GRAPHML,3,53,57
INTELLIFIBER.GRAPHML,3,53,58
INTELLIFIBER.GRAPHML,3,3,31
INTELLIFIBER.GRAPHML,3,3,62
INTELLIFIBER.GRAPHML,3,9,69
INTELLIFIBER.GRAPHML,3,9,29
INTELLIFIBER.GRAPHML,3,34,47
INTELLIFIBER.GRAPHML,3,34,33
INTELLIFIBER.GRAPHML,3,34,37
INTELLIFIBER.GRAPHML,3,34,12
INTELLIFIBER.GRAPHML,3,55,11
INTELLIFIBER.GRAPHML,3,55,21
INTELLIFIBER.GRAPHML,3,55,54
INTELLIFIBER.GRAPHML,4,15,27
INTELLIFIBER.GRAPHML,4,15,40
INTELLIFIBER.GRAPHML,4,15,38
INTELLIFIBER.GRAPHML,4,15,28
INTELLIFIBER.GRAPHML,4,15,32
INTELLIFIBER.GRAPHML,4,15,39
INTELLIFIBER.GRAPHML,4,15,13
INTELLIFIBER.GRAPHML,4,15,14
INTELLIFIBER.GRAPHML,4,1,4
INTELLIFIBER.GRAPHML,4,1,71
INTELLIFIBER.GRAPHML,4,1,68
INTELLIFIBER.GRAPHML,4,1,0
INTELLIFIBER.GRAPHML,4,1,6
INTELLIFIBER.GRAPHML,4,1,30
INTELLIFIBER.GRAPHML,4,1,70
INTELLIFIBER.GRAPHML,4,1,72
INTELLIFIBER.GRAPHML,4,10,11
INTELLIFIBER.GRAPHML,4,10,21
INTELLIFIBER.GRAPHML,4,10,55
INTELLIFIBER.GRAPHML,4,10,54
INTELLIFIBER.GRAPHML,4,7,36
INTELLIFIBER.GRAPHML,4,7,41
INTELLIFIBER.GRAPHML,4,7,35
INTELLIFIBER.GRAPHML,4,5,42
INTELLIFIBER.GRAPHML,4,2,67
INTELLIFIBER.GRAPHML,4,2,65
INTELLIFIBER.GRAPHML,4,2,63
INTELLIFIBER.GRAPHML,4,2,66
INTELLIFIBER.GRAPHML,4,2,64
INTELLIFIBER.GRAPHML,4,16,44
INTELLIFIBER.GRAPHML,4,16,22
INTELLIFIBER.GRAPHML,4,16,17
INTELLIFIBER.GRAPHML,4,16,23
INTELLIFIBER.GRAPHML,4,46,51
INTELLIFIBER.GRAPHML,4,46,43
INTELLIFIBER.GRAPHML,4,46,48
INTELLIFIBER.GRAPHML,4,24,61
INTELLIFIBER.GRAPHML,4,24,8
INTELLIFIBER.GRAPHML,4,24,26
INTELLIFIBER.GRAPHML,4,24,25
INTELLIFIBER.GRAPHML,4,9,69
INTELLIFIBER.GRAPHML,4,9,29
INTELLIFIBER.GRAPHML,4,3,31
INTELLIFIBER.GRAPHML,4,3,62
INTELLIFIBER.GRAPHML,4,53,52
INTELLIFIBER.GRAPHML,4,53,59
INTELLIFIBER.GRAPHML,4,53,58
INTELLIFIBER.GRAPHML,4,53,57
INTELLIFIBER.GRAPHML,4,53,18
INTELLIFIBER.GRAPHML,4,53,19
INTELLIFIBER.GRAPHML,4,34,47
INTELLIFIBER.GRAPHML,4,34,33
INTELLIFIBER.GRAPHML,4,34,37
INTELLIFIBER.GRAPHML,4,34,12
INTELLIFIBER.GRAPHML,4,20,49
INTELLIFIBER.GRAPHML,4,20,50
INTELLIFIBER.GRAPHML,4,20,56
INTELLIFIBER.GRAPHML,4,45,60
INTEROUTE.GRAPHML,2,43,78
INTEROUTE.GRAPHML,2,43,81
INTEROUTE.GRAPHML,2,43,69
INTEROUTE.GRAPHML,2,43,79
INTEROUTE.GRAPHML,2,32,74
INTEROUTE.GRAPHML,2,32,66
INTEROUTE.GRAPHML,2,10,31
INTEROUTE.GRAPHML,2,10,23
INTEROUTE.GRAPHML,2,10,22
INTEROUTE.GRAPHML,2,10,82
INTEROUTE.GRAPHML,2,10,17
INTEROUTE.GRAPHML,2,10,83
INTEROUTE.GRAPHML,2,16,27
INTEROUTE.GRAPHML,2,16,89
INTEROUTE.GRAPHML,2,16,24
INTEROUTE.GRAPHML,2,18,34
INTEROUTE.GRAPHML,2,18,47
INTEROUTE.GRAPHML,2,18,46
INTEROUTE.GRAPHML,2,18,102
INTEROUTE.GRAPHML,2,18,26
INTEROUTE.GRAPHML,2,56,77
INTEROUTE.GRAPHML,2,56,29
INTEROUTE.GRAPHML,2,84,85
INTEROUTE.GRAPHML,2,84,30
INTEROUTE.GRAPHML,2,84,99
INTEROUTE.GRAPHML,2,84,100
INTEROUTE.GRAPHML,2,57,97
INTEROUTE.GRAPHML,2,57,92
INTEROUTE.GRAPHML,2,57,55
INTEROUTE.GRAPHML,2,57,96
INTEROUTE.GRAPHML,2,40,71
INTEROUTE.GRAPHML,2,40,68
INTEROUTE.GRAPHML,2,40,80
INTEROUTE.GRAPHML,2,7,9
INTEROUTE.GRAPHML,2,7,8
INTEROUTE.GRAPHML,2,7,64
INTEROUTE.GRAPHML,2,7,19
INTEROUTE.GRAPHML,2,33,5
INTEROUTE.GRAPHML,2,33,4
INTEROUTE.GRAPHML,2,33,6
INTEROUTE.GRAPHML,2,42,109
INTEROUTE.GRAPHML,2,50,108
INTEROUTE.GRAPHML,2,50,95
INTEROUTE.GRAPHML,2,50,93
INTEROUTE.GRAPHML,2,50,86
INTEROUTE.GRAPHML,2,50,94
INTEROUTE.GRAPHML,2,72,20
INTEROUTE.GRAPHML,2,11,73
INTEROUTE.GRAPHML,2,11,107
INTEROUTE.GRAPHML,2,11,106
INTEROUTE.GRAPHML,2,11,105
INTEROUTE.GRAPHML,2,11,21
INTEROUTE.GRAPHML,2,38,54
INTEROUTE.GRAPHML,2,38,48
INTEROUTE.GRAPHML,2,45,65
INTEROUTE.GRAPHML,2,45,67
INTEROUTE.GRAPHML,2,45,1
INTEROUTE.GRAPHML,2,49,3
INTEROUTE.GRAPHML,2,49,70
INTEROUTE.GRAPHML,2,53,59
INTEROUTE.GRAPHML,2,53,35
INTEROUTE.GRAPHML,2,53,15
INTEROUTE.GRAPHML,2,53,39
INTEROUTE.GRAPHML,2,53,103
INTEROUTE.GRAPHML,2,53,36
INTEROUTE.GRAPHML,2,53,60
INTEROUTE.GRAPHML,2,53,75
INTEROUTE.GRAPHML,2,53,0
INTEROUTE.GRAPHML,2,53,44
INTEROUTE.GRAPHML,2,53,14
INTEROUTE.GRAPHML,2,37,61
INTEROUTE.GRAPHML,2,37,58
